,Precisions FSDD KNN,Precisions mrmrMID KNN,Precisions reliefF KNN,Precisions FSDD DT,Precisions mrmrMID DT,Precisions reliefF DT,Precisions FSDD NB,Precisions mrmrMID NB,Precisions reliefF NB,Precisions FSDD SVM,Precisions mrmrMID SVM,Precisions reliefF SVM
0,0.5707620528771384,0.5707620528771384,0.532348367029549,0.6003110419906688,0.6003110419906688,0.557542768273717,0.5766718506998445,0.5766718506998445,0.5404354587869362,0.5863141524105755,0.5863141524105755,0.5544323483670295
1,0.813841368584759,0.7936236391912908,0.6438569206842923,0.8051321928460342,0.7715396578538103,0.6177293934681183,0.7653188180404356,0.7541213063763608,0.5995334370139969,0.8202177293934682,0.8069984447900467,0.6709175738724729
2,0.8255054432348368,0.8297045101088647,0.8136858475894246,0.7912908242612753,0.7880248833592535,0.7589424572317263,0.762208398133748,0.7632970451010886,0.7558320373250389,0.8362363919129082,0.8373250388802489,0.8192846034214619
3,0.8379471228615862,0.8506998444790046,0.8337480559875583,0.7822706065318819,0.8111975116640746,0.7746500777604977,0.7662519440124417,0.7888024883359253,0.7614307931570762,0.8423017107309487,0.849611197511664,0.8331259720062208
4,0.8510108864696735,0.8612752721617418,0.8342146189735614,0.7939346811819595,0.8180404354587869,0.7774494556765164,0.7643856920684292,0.7847589424572317,0.7653188180404356,0.849611197511664,0.8578538102643858,0.836547433903577
5,0.8514774494556765,0.8642301710730949,0.8385692068429238,0.7906687402799377,0.8225505443234837,0.7757387247278382,0.7642301710730949,0.7853810264385692,0.7587869362363919,0.849611197511664,0.8631415241057543,0.8398133748055988
6,0.8561430793157077,0.8744945567651633,0.8493001555209954,0.7961119751166408,0.833592534992224,0.7942457231726283,0.7618973561430793,0.7895800933125972,0.7704510108864697,0.8510108864696735,0.8696734059097979,0.8489891135303266
7,0.8590979782270607,0.8740279937791602,0.8642301710730949,0.7936236391912908,0.8317262830482115,0.8111975116640746,0.7629860031104199,0.7880248833592535,0.7751166407465008,0.8530326594090203,0.8704510108864697,0.8601866251944013
8,0.8608087091757387,0.8771384136858476,0.8692068429237947,0.7948678071539658,0.8286158631415241,0.8158631415241058,0.7628304821150855,0.7877138413685847,0.7751166407465008,0.8594090202177294,0.8720062208398134,0.8603421461897356
9,0.8598755832037326,0.8804043545878694,0.8749611197511664,0.7950233281493002,0.8312597200622084,0.8160186625194401,0.7587869362363919,0.7875583203732504,0.7791601866251944,0.8604976671850699,0.8754276827371695,0.8684292379471229
10,0.8762052877138413,0.8852255054432349,0.8746500777604976,0.8284603421461898,0.8356143079315708,0.8248833592534992,0.7824261275272162,0.7902021772939347,0.777760497667185,0.8729393468118196,0.8746500777604976,0.8704510108864697
11,0.8774494556765163,0.882737169517885,0.8737169517884914,0.8314152410575428,0.8362363919129083,0.8208398133748056,0.7813374805598756,0.7836702954898911,0.7763608087091758,0.8729393468118196,0.8752721617418351,0.872317262830482
12,0.8771384136858476,0.8836702954898912,0.8779160186625194,0.8248833592534992,0.8353032659409021,0.8323483670295491,0.7805598755832037,0.7839813374805599,0.7813374805598756,0.8734059097978227,0.8769828926905132,0.8768273716951789
13,0.8800933125972006,0.882737169517885,0.883203732503888,0.8253499222395023,0.833592534992224,0.8374805598755832,0.7769828926905132,0.7816485225505443,0.7838258164852254,0.8744945567651633,0.8755832037325039,0.8800933125972006
