,Precisions FSDD KNN,Precisions mrmrMID KNN,Precisions reliefF KNN,Precisions FSDD DT,Precisions mrmrMID DT,Precisions reliefF DT,Precisions FSDD NB,Precisions mrmrMID NB,Precisions reliefF NB,Precisions FSDD SVM,Precisions mrmrMID SVM,Precisions reliefF SVM
0,0.4196932335657465,0.66615157870869,0.6078982672939932,0.717017553804584,0.6926794588364227,0.5742172590367136,0.6863732214727056,0.641377567409255,0.5974658466073353,0.7583135876650984,0.72071150539463,0.576172647053266
1,0.4492504204221227,0.6855105530676644,0.6424549817659618,0.7574422273869583,0.6931142414451184,0.5881305859456192,0.7272307881261455,0.631165750240916,0.6194152825803526,0.7876535721708897,0.709194773538915,0.5896509079228313
2,0.47685429775333976,0.652242030875045,0.6426719951627837,0.8096032915745517,0.692245243089016,0.6031225554106909,0.7891744610093909,0.6322524233320106,0.6120267180620902,0.8232988492715833,0.6933261530903387,0.6052964684541693
3,0.5114123349016495,0.6337718005404078,0.6537568731931296,0.8404671881790526,0.6926795533133042,0.6068184910152485,0.8113441225932014,0.6350773765659543,0.6335443946866202,0.8537275853598625,0.6900667951552255,0.6118183020614856
4,0.6374722710352776,0.6350757704589687,0.7454794701736485,0.8326436520983316,0.6933317272263477,0.7728754038886685,0.8133003609016873,0.6418159401394479,0.6361524290006235,0.8395978119154244,0.6576841826804981,0.6407190635451505
5,0.6468191523534191,0.6450736919675755,0.7480842922736806,0.8452499858284678,0.6987649982049393,0.7872180337471422,0.8248213442170701,0.560719724883321,0.63789118152788,0.8463365644426809,0.6507280388488936,0.7633025338699619
6,0.6546437276798367,0.6522453375658976,0.7463462010845946,0.8461202123840297,0.7124567768267105,0.7904780530204258,0.8300382631370105,0.4766329384199687,0.6402817300606543,0.8676384558698487,0.6422514785631956,0.7454839105870793
7,0.7152771951703418,0.7170114128072861,0.755692326587684,0.8500290988795042,0.7802674640515466,0.8067796610169492,0.8469908168471174,0.6372150104869339,0.6722325831868942,0.8622017837235229,0.7522262532358333,0.7835162405759311
8,0.8567704022825615,0.7191836252668972,0.7454775806360183,0.853942520265291,0.7828752149349054,0.8067790941556601,0.8485118946393817,0.5029292557111276,0.6728845681461746,0.8785032027662831,0.7513569714490864,0.7756927989720915
9,0.8567700243750354,0.7220088619314854,0.7496073540804564,0.8541593447083499,0.7887432685221927,0.810040247151522,0.8472082081514654,0.5042330366759253,0.673102053927404,0.8874159628138995,0.7670074447782628,0.7754754076677437
